hash,result,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
24075575c3dbd9e9eae948dd2241b029,unsat,UR-15-10p0.cnf.xz,443.924,416.223,416.072,417.658,233.304,506.162,181.733,522.615,493.604,1397.33,1941.33,434.09,392.974,455.826,382.069,244.175,247.036,217.641,439.659,342.738,475.981,364.232,196.493,270.858,192.442,232.727,unverified,unverified,352.399,365.511,190.927,243.947,292.823,281.432,384.817,440.394,251.131,285.255,369.852,336.195,339.912,269.131,349.854,278.289,344.838,316.569
25ba6d2b7503d699ee95bf4bcd0864c5,unknown,quad_res_r37_m39.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
25cc054738293c0d9377d7b72b78a341,unsat,string_compare_safety_cbmc_unwinding_900.cnf.xz,1449.77,1748.4,1749.5,1492.19,1300.29,1399.24,1745.08,1380.61,1412.51,timeout,timeout,2928.51,1365.69,1214.42,1557.19,1919.78,1574.34,1351.44,1753.69,1756.74,1410.95,1773.85,1979.03,2542.52,2744.03,2932.53,unverified,unverified,4883.72,4530.08,3562.98,3861.96,3904.21,3404.1,timeout,4653.33,4136.18,4713.8,timeout,timeout,3876.31,timeout,timeout,4527.07,timeout,timeout
25cfa39c61494e9e793f6c6a9ec44be3,unsat,puzzle51_unsat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
263457bc6aafa3b1f5999bc2ddfe3caf,unsat,ktf_TF-4.tf_2_0.02_18.cnf.xz,45.5515,48.3803,48.1701,42.5707,54.8042,42.9554,65.0737,56.5883,46.6565,386.422,312.502,95.0065,90.4193,42.7994,49.8209,55.4543,46.7524,42.5495,51.8363,51.6451,49.8624,53.2668,62.6568,87.0332,64.801,55.399,unverified,unverified,73.804,76.5053,61.2369,48.5583,56.5963,65.685,56.6672,48.6478,78.961,81.1734,82.2307,53.656,71.7709,62.6792,58.0994,57.9313,56.074,61.696
273d42b3d97294b660745c7bc632474e,sat,edit_distance025_450.cnf.xz,1191.15,3360.47,3362.39,4255.14,3781.34,4090.94,3925.93,1176.32,4694.25,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1319.93,timeout,timeout,timeout,timeout,1594.27,499.177,timeout,513.008,428.834,1691.66,1839.47,591.641,594.567,714.462,timeout,timeout,timeout,3397.35,2814.02,818.788,394.882,2367.78,1686.05,725.57,405.125,1392.19,748.497,2497.08,505.026
28792301119a25fb8edec6cde91eee21,sat,sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4459.36,4237.39,timeout,timeout,timeout,806.788,4392.56,timeout,3737.14,3881.77,timeout,timeout,2582.53,4321.48,timeout,timeout,3392.78,timeout,368.68,timeout,2817.21,timeout,timeout,3598.03,1242.16,2026.12
28aeefb8abe1d29211552650e14e7579,unknown,bv-term-small-rw_1294.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2925ee90763e08b2f7e79c7c713c86b9,sat,at-least-two-ibm-2004-23-k100.cnf.xz,226.365,612.418,619.158,182.913,647.181,191.55,304.951,704.107,740.019,2132.29,1150.76,217.429,207.103,820.98,315.062,1317.33,261.682,702.895,255.942,305.688,190.019,218.993,435.215,347.992,236.06,230.527,332.392,198.005,213.184,216.897,181.868,297.079,182.696,217.495,361.55,397.896,158.992,366.876,228.416,339.233,404.121,272.839,339,452.929,263.502,296.155
29b7d5a498eff7a98fcd03a273eaeba3,sat,Kakuro-easy-132-ext.xml.hg_8.cnf.xz,4631.78,1298.6,1301.95,1269.87,1446.12,1414.66,2864.72,1725.19,1370.66,4266.16,timeout,2145.88,1443.91,timeout,659.782,timeout,640.947,timeout,906.003,428.808,427.288,425.91,775.78,1148.73,775.376,609.048,1491.62,1207.27,867.655,851.568,540.342,1118.42,1068.59,555.661,1666.38,1040.31,2473.86,1414.52,2775.1,346.884,1033.74,483.384,1073.81,2066.64,1227.33,793.881
29e101b66dfddb440e974b9feec5b1aa,unsat,spg_200_307.cnf.xz,98.7096,107.355,108.12,216.255,235.234,104.555,348.052,114.138,90.2901,220.808,385.764,725.21,92.5669,79.8977,33.0584,484.3,36.0664,timeout,45.3898,30.7624,21.7423,33.0695,65.6526,29.9497,40.3999,137.285,unverified,unverified,1310.28,1298.54,299.845,48.7772,286.584,213.71,64.6907,49.434,167.148,185.712,311.88,44.7463,60.4419,123.204,129.262,72.0937,129.103,58.6532
2a0b27b48cde394ba99cc0a0e3737fc6,unsat,mp1-Nb6T07.cnf.xz,821.582,679.303,684.76,854.499,878.109,780.386,929.123,871.729,904.804,timeout,timeout,timeout,901.62,800.568,480.437,632.431,591.442,422.65,524.463,493.479,525.488,641.796,720.061,2585.21,728.107,timeout,timeout,timeout,timeout,timeout,3762.98,timeout,timeout,4960.22,1410.17,1244.79,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2a0f12ac393b2fb15f0dcc45c00e7434,unknown,sum_of_3_cubes_108_bits_52.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2a6f21741efb8f8abbfdfe30f22ba9f8,unsat,Mycielski-11-hints-4.cnf.xz,1118.67,944.423,876.492,1036.69,829.913,1088.65,1990.77,1275.22,972.845,2174.95,timeout,349.221,1339.84,934.214,495.067,445.735,378.657,424.383,485.701,416.823,385.386,378.266,903.236,721.513,941.764,261.559,unverified,unverified,255.721,250.117,263.948,251.184,254.855,263.036,594.313,544.209,332.144,307.756,318.938,308.931,316.043,334.098,319.658,373.664,336.831,386.739
2ba50be551d72853ba662e11371b24c1,unsat,at-least-two-traffic_b_unsat.cnf.xz,770.538,622.864,615.52,759.1,724.682,720.531,915.74,835.116,827.106,1293.61,837.394,515.125,697.851,739.739,379.118,233.43,392.251,198.52,222.574,221.224,219.769,289.934,236.679,358.585,249.623,233.191,unverified,unverified,281.487,279.23,312.872,187.062,171.859,323.324,504.76,305.425,294.836,252.234,231.718,150.656,342.169,259.022,268.321,263.707,383.181,353.719
2dd2843e84e1c73b9a3fd45d4f13a2fa,unsat,ktf_TF-3.tf_2_0.02_24.cnf.xz,timeout,3698.17,3696.47,timeout,timeout,timeout,4432.68,timeout,4719.89,timeout,timeout,timeout,timeout,4589.31,timeout,timeout,timeout,3207.43,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
30c44e6084a893593d64d500551872cb,sat,Circuit_multiplier34.cnf.xz,697.495,1100.32,1098.15,1376.54,1120.81,726.69,456.875,854.83,458.267,timeout,timeout,1920.65,101.861,469.281,141.676,1033.18,1481.99,1352.17,1150.76,592.922,3.18993,1455.25,269.333,2121.35,1688.56,227.755,1126.36,2456.41,2021.92,1428.89,178.176,835.769,175.954,173.815,936.538,1455.09,2530.35,2515.76,2416.03,982.564,1395.48,3317.15,1713.14,1054.23,2206.56,1958.79
31311e688a1ec28c827c0878786e3c18,sat,puzzle42_sat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
314b63e5b44a2c441e10d197f797e18b,unsat,ak032modbtmodbtisc.cnf.xz,1593.27,1939.6,1859.15,2003.02,1788.71,1301.98,1624.95,1730.01,1656.15,timeout,timeout,timeout,timeout,2162.74,timeout,1091.32,700.312,551.021,timeout,timeout,timeout,573.555,547.968,timeout,719.403,timeout,timeout,timeout,timeout,timeout,timeout,3901.46,1648.9,3502.73,847.129,794.078,timeout,4887.43,timeout,timeout,4795.96,4115.26,timeout,timeout,3014.07,timeout
316e22c7acf697be27514ffda0381ebc,sat,2bitcomp_5.hg_20.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,3874.45,timeout,timeout,timeout,timeout,timeout,1716.76,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1330.65,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
31c4aacd83bfd2aa7a9762a5b463b992,sat,MVD_ADS_S11_7_7.cnf.xz,1.16742,0.893082,0.905755,1.17931,1.04607,0.484149,0.491768,1.10877,0.886737,timeout,timeout,0.369515,0.681974,0.632956,0.388617,0.984532,0.650632,0.428797,0.38876,0.384876,0.371337,0.44024,0.849033,0.527516,0.834384,846.261,840.844,823.224,1017.97,1018.12,787.532,849.196,786.905,805.377,38.1489,41.276,889.324,889.216,1064.99,837.023,838.972,837.206,876.909,864.869,890.847,873.654
31e9cd07f730b20faa7c3d0f1ba2ea2e,sat,b04_s_unknown_pre.cnf.xz,34.8802,44.3671,44.2192,30.5452,34.9392,33.9368,44.7067,36.4645,42.0037,807.227,927.298,47.8362,41.0291,105.593,29.2198,623.25,14.853,694.35,20.2556,33.3962,9.42829,36.1316,13.4731,11.5863,13.8445,35.369,145.362,108.203,129.898,131.133,79.9612,169.792,209.875,128.811,47.8251,46.6032,198.471,300.819,270.81,103.162,126.987,117.508,102.031,258.277,98.9433,110.819
324b2441c6f1fa9d5f3cf3a4c8447fc7,unknown,SC21_Timetable_C_512_E_66_Cl_34_S_35.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
32a7129c1bf7922f8cfa7748db5b5268,sat,b2005-p3-14x14c17h9-Ser3-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3334919f6e241ce87c5b91ed90fc0c1c,unsat,edit_distance031_284.cnf.xz,2207.13,1775.79,1803,2139.71,1757,2496.28,1497.48,2401.88,2412.75,timeout,timeout,4634.17,timeout,1854.37,4175.7,1868.55,1735.13,1212.61,timeout,4775.04,4439.37,1909.61,1100.43,timeout,1146.51,4690.38,timeout,timeout,timeout,timeout,3047.4,3763.24,2854.26,3175.48,1716.33,1761.1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
334aa882de28856fc8c75885285d2a3c,sat,HCP-446-105.cnf.xz,2217.11,1272.4,1258.4,947.689,1485.64,1632.96,1246.59,969.619,989.651,timeout,timeout,3497.22,2524.3,891.499,2490.9,1604.95,1611.64,969.338,1871.7,3124.53,2915.91,1893.62,1374.91,4579.99,1974.03,timeout,timeout,timeout,timeout,timeout,timeout,4740.26,timeout,timeout,1587.3,1679.36,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3354c5f91c523cfc42dab6a40129d102,sat,size_5_5_5_i003_r12.cnf.xz,71.4618,timeout,timeout,timeout,314.493,2379.94,2084.11,timeout,41.8026,timeout,timeout,4988.9,582.337,1477.02,542.71,1352,410.538,timeout,269.534,2450.84,319.843,2786.27,2454.45,669.923,2476.84,1839.32,2376.66,159.979,141.713,745.003,1829.28,timeout,2744.68,1067.13,2630.04,2116.22,622.819,607.142,2758.3,698.754,38.2189,1868.9,787.398,606.256,601.965,426.754
338bbefd31a527548666d5cee1aadaeb,unsat,rpoc_xits_10_UNKNOWN.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
33e82a3b6df2b2b63291775c0133a32f,unsat,MVD_ADS_S1_5_5.cnf.xz,0.909784,0.80203,0.809689,0.916164,0.912259,1211.08,timeout,0.921234,0.823101,timeout,timeout,0.767456,0.890992,0.904146,0.490632,0.495659,0.623468,0.548559,0.500585,0.476351,0.474796,0.606892,0.550301,0.509461,0.502365,1129.25,1146.04,1134.56,1276.36,1292.96,1043.48,1136.62,1054.07,1038.33,57.4749,57.3172,1172.63,1199.9,1169.39,1125.62,1126.57,timeout,1206.33,1192.34,1206.03,1206.2
34c4f43536cffc580a87e655b4100332,unknown,79.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
36503f7af8c8352b64ec2104cd2499c5,sat,Circuit_multiplier45.cnf.xz,timeout,4612.71,4581.69,4103.56,timeout,171.076,2261.82,timeout,4843.37,timeout,timeout,timeout,timeout,1539.5,1862.94,4416.18,4166.15,370.361,2312.65,3850.14,timeout,3062.65,4356.3,1236.97,timeout,469.479,timeout,timeout,4598.13,2761.5,timeout,1677.68,timeout,timeout,4187.96,timeout,timeout,2098.55,timeout,408.025,2659.25,3177.37,timeout,3314.7,1203.58,341.248
36c02f64976f4c45a9e6bfb361d08316,unsat,edit_distance031_283.cnf.xz,2344.28,1714.5,1709.16,2177.6,1225.9,1909.64,1862.11,2339.22,2131.53,timeout,timeout,3890.21,4186.74,1843.11,4719.32,2160.1,1958.08,1214.73,4196.36,4394.04,3765.46,1888.47,1198.17,timeout,1511.88,timeout,unverified,timeout,timeout,timeout,4074.1,4077.83,2534.11,3204.38,1743.5,1580.45,4598.22,timeout,timeout,timeout,timeout,3988.25,timeout,timeout,timeout,timeout
36ffefcf54eb9e407652175766f21d83,sat,b2005-p2-14x14c17h9-Ser5-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
375b0bb96005020dea369b22f85ed8f5,unsat,shift1add.26949.cnf.xz,85.2161,29.8629,29.8843,28.1166,27.6947,28.5646,26.0232,28.7687,27.9167,unverified,unverified,185.521,104.967,809.594,24.1117,41.6582,12.1106,11.7864,13.514,9.99755,9.81151,15.2007,17.0521,21.3536,17.3301,unverified,unverified,unverified,unverified,unverified,22.9556,unverified,22.9021,22.8279,6.77491,30.4047,unverified,unverified,unverified,unverified,unverified,unverified,32.3858,35.0379,32.3189,33.7001
376fa5669a710c95b0b8d4c7a798f9f0,sat,prime_a22_b22.cnf.xz,224.934,182.919,183.252,176.72,153.052,3.4111,192.806,144.596,30.6714,760.229,642.933,62.1049,39.5232,56.1961,139.597,71.7816,393.739,413.349,301.444,43.816,39.8083,25.9361,123.585,13.3185,121.231,194.355,57.1673,182.062,236.472,376.509,283.567,141.888,298.659,111.887,147.088,204.677,303.207,238.076,212.127,391.098,51.1145,588.96,270.013,502.836,635.581,502.115
3859d592ef722f4f6e6a204a8f7fb30e,sat,20-100-frag12-32_sat.cnf.xz,3301.55,2378.57,2333.7,3456.63,3480.95,4822,4896.1,timeout,4367.02,timeout,timeout,2694.28,852.593,timeout,2033.04,timeout,4787.95,timeout,2286.95,1393.47,1603.97,2405.8,2229.38,1494.45,1779.53,723.252,815.568,1863.33,1291.28,1281.68,974.509,4149.63,2865.86,1213.91,3621.11,timeout,1908.24,2786.01,2722.92,1539.55,1804.39,887.834,1703.41,658.519,2025.32,1973.79
3a81b9d45f7bdbe5fec702d1f1aa5c12,unsat,MVD_ADS_S3_5_5.cnf.xz,0.931453,1.00243,0.987821,0.93549,0.983265,1009.6,timeout,0.946395,0.970849,timeout,timeout,0.842828,1.043,0.943077,0.500703,0.521974,0.662884,0.533567,0.514428,0.493489,0.496884,0.538028,0.535216,0.55983,1.02187,1321.87,1336.02,1332.42,1490.76,1487.48,1242.33,1349.94,1244.82,1231.3,40.1799,40.7934,1381.35,1376.53,1377.63,1332.52,1334.63,timeout,1401.49,1413.46,1418.81,1406.42
3aef3d8d02941ba7ddb18adc128259ae,sat,php12e12.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3b784f7f6fab6c024647a18855f6edaf,unsat,spg_300_301.cnf.xz,492.816,137.903,137.968,119.375,142.473,117.623,918.469,563.648,273.711,timeout,4549.03,2460.59,188.604,1495.92,2692.51,1056.35,727.744,116.225,242.436,112.491,217.048,73.0278,65.4077,183.565,65.2253,404.845,unverified,unverified,140.563,141.789,696.799,133.962,699.06,879.072,102.088,89.6454,80.2273,118.711,85.9134,90.129,1022.59,91.9076,157.711,1303.72,156.02,2009.63
3bdc1cbc7fde3c8f1ca958dc82a75b72,sat,puzzle39_sat.cnf.xz,timeout,timeout,timeout,timeout,timeout,614.309,timeout,timeout,timeout,timeout,timeout,timeout,856.289,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3841.39,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4289.32,timeout,timeout,timeout
3c15c8fb5153b9d758a9eb16c66adc5d,sat,WS_500_16_70_10.apx_0.cnf.xz,3451.18,73.9299,76.787,2595.91,2358.4,3272.85,2296.75,2486.52,4266.8,timeout,2719.57,110.636,253.452,2404.47,833.63,4625.69,1641.83,3678.35,409.976,496.544,1329.97,142.707,165.336,8.69283,166.436,2408.83,2488.4,433.17,1131.19,1143.56,2371,674.014,2800.08,2851.3,1560.8,3645.19,639.075,792.922,2021.55,688.207,497.384,1448.43,731.608,357.909,477.9,700.899
3cff772a004fbdf616a65ec099ec7bd5,sat,b2005-p1-12x12c10h7-Ser4-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3d8792b5f559f33ea583a09c33f683b1,sat,puzzle34_sat.cnf.xz,1307.95,88.0414,87.7348,553.099,596.067,577.29,timeout,1372.08,884.22,timeout,timeout,timeout,245.383,4574.31,1368.86,328.268,3259.44,timeout,322.11,1319.22,577.909,1364.36,1030.68,311.777,291.014,timeout,3461.5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,360.953,timeout,timeout,timeout,timeout,1405.56,timeout,timeout,timeout,timeout,4053.21
3dbec93f8c175baca8de46833656c7bf,sat,puzzle36_sat.cnf.xz,637.625,763.643,764.498,timeout,timeout,timeout,timeout,timeout,467.857,timeout,timeout,timeout,4072.29,timeout,timeout,timeout,timeout,timeout,4373.93,817.576,1624.83,177.042,timeout,4263.87,timeout,4480.19,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3894.74,1823.22,timeout,timeout,timeout,timeout,timeout,timeout,988.256,1587.9,1832.48,timeout
3dd4302478db90092c889a6db40ada5c,sat,sum_of_3_cubes_42_bits_96.cnf.xz,382.055,366.807,390.618,4534.3,383.764,367.545,1484.74,76.4111,1224.2,598.272,840.57,1292.75,143.649,1991.4,71.8376,timeout,439.754,timeout,1891.88,41.432,234,1399.57,228.484,693.363,661.705,12.833,1425.91,1152.71,459.106,timeout,251.17,timeout,546.319,3935.85,4638.02,743.474,406.364,539.267,529.856,4130.89,1192.21,1421.1,2833.85,2753.49,1087.76,1065.43
3e40fa8f358f7cd6fa72f3826d2cc74d,unsat,quad_res_r28_m29.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3e484a82136768ef3f36517dfdb509d6,unknown,Mycielski-10-hints-5.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3f9fdded562e5b47d8b3dbcf4271a6ce,unsat,Mycielski-10-hints-7.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4106867bc76b8794330a205cf8a303ad,unsat,bvsub_19952.smt2.cnf.xz,4006.45,timeout,timeout,timeout,3950.95,3645.29,timeout,timeout,3913.25,timeout,timeout,4576,3315.05,1958.51,1770.83,3886.51,2081.52,3024.64,2655.47,1899.99,1292.04,2457.27,814.016,711.72,745.066,timeout,unverified,unverified,4143.02,4088.03,3822.97,3539.7,3866.17,2479.35,1850.6,2133.87,2985.32,2871.09,2821.68,4312.75,3419.35,3302,4716.24,timeout,timeout,timeout
41d15591fed06eb2e4e2f9ace5de25e9,unsat,ktf_TF-4.tf_4_0.04_35.cnf.xz,1611.45,1169.49,1223.88,1545.29,1678.05,1562.67,1592.21,1783.44,1288.19,timeout,timeout,4094.47,2270.87,1564.05,2238.52,2029.26,2221.67,1228.63,2631.25,2019.41,1863.7,2272.42,2387.86,4162.16,2726.11,4195.52,unverified,unverified,4895.84,4323.3,4271.27,2764.55,4821.06,3540.33,1629.99,1623.12,4866.19,timeout,timeout,3547.34,4417.41,4721.69,3451.43,3190.51,3940.02,3601.01
430ba56a847b87445b66b9df28f14d05,sat,20-100-lambda100-14_sat.cnf.xz,70.5852,68.3863,68.1859,21.7544,68.1327,68.8404,69.8177,78.4354,94.3477,515.932,553.623,171.217,85.1681,65.9682,102.932,92.4973,53.8366,78.96,55.4412,79.2615,124.203,127.183,107.977,171.719,111.15,98.1602,95.17,117.294,262.852,268.673,113.722,148.036,113.834,87.0893,77.0638,135.713,109.706,146.698,147.347,90.4104,109.149,86.9964,104.915,114.36,140.44,127.992
4513c58c16e72a34f9f8518db7baeb9e,unsat,ktf_TF-3.tf_3_0.02_24.cnf.xz,144.541,101.241,101.135,127.26,185.62,151.164,209.624,132.535,137.336,1004.63,915.686,226.669,144.25,149.169,179.394,204.108,196.616,137.979,187.672,196.168,204.266,194.181,237.52,326.262,276.072,193.231,unverified,unverified,226.812,239.349,144.317,162.206,146.805,153.42,143.514,129.204,182.066,223.267,181.258,150.866,160.295,174.888,154.405,189.2,186.66,154.931
453e2197c9226f8c99b3a740c7711723,unsat,crafted_n12_d6_c3_num18.cnf.xz,170.098,145.4,145.258,240.166,94.3156,200.147,130.676,198.266,174.523,2949.46,timeout,283.539,395.857,156.078,716.07,173.968,365.396,248.645,460.363,386.28,481.105,279.381,218.505,172.212,176.104,387.981,unverified,unverified,425.167,413.285,297.405,304.141,464.957,218.014,400.426,340.532,456.247,951.303,507.566,283.56,479.82,426.986,1436.26,2567.19,371.478,647.594
462664d89a909e25001e8861f3310210,sat,20-100-frag12-14_sat.cnf.xz,196.016,169.972,167.852,223.378,196.12,216.528,243.101,231.396,153.075,1778.96,1455.2,103.5,151.828,163.67,228.243,239.5,278.939,203.74,178.131,190.323,72.5324,200.014,321.7,201.435,328.793,73.8742,221.556,270.118,218.046,218.43,170.258,157.314,147.237,138.627,241.316,301.522,262.709,167.865,119.127,170.02,89.9068,229.965,172.376,281.226,138.883,197.624
47752d6f7fca7e1caae7aa0d0138c067,sat,pb_300_06_lb_02.cnf.xz,69.2703,230.954,231.839,254.147,63.0993,977.087,326.006,136.728,104.408,1106.64,1132.47,281.368,192.109,3865.22,40.1607,2711.89,789.647,3334.01,255.24,98.38,104.08,148.466,25.4513,21.9758,26.3399,202.313,104.628,191.282,257.981,258.907,74.1842,165.676,113.353,301.624,573.603,77.0528,230.006,328.948,241.115,258.351,518.722,202.957,284.143,104.455,246.557,105.813
